OTA,Iteration,Time,Result,Solver
TUI_v3,19,0.042038917541503906,unsafe,Theano_DC
TUI_v3,19,0.04179716110229492,unsafe,Theano_SC
TUI_v3,19,0.011039972305297852,unsafe,z3
TUI_v3,19,0.005321979522705078,unsafe,cvc5
TUI_v3,20,0.05659198760986328,unsafe,Theano_DC
TUI_v3,20,0.04300808906555176,unsafe,Theano_SC
TUI_v3,20,0.010916948318481445,unsafe,z3
TUI_v3,20,0.005507946014404297,unsafe,cvc5
TUI_v3,21,0.04231715202331543,unsafe,Theano_DC
TUI_v3,21,0.05293703079223633,unsafe,Theano_SC
TUI_v3,21,0.011430978775024414,unsafe,z3
TUI_v3,21,0.005433082580566406,unsafe,cvc5
TUI_v3,22,0.048011064529418945,unsafe,Theano_DC
